show_number,showid,showdate,venueid,tourid,exclude_from_stats,setlist_notes
2058,1644953954,2022-08-13,3,189,0,"<p>Trey teased 1999 in Fluffhead and Taste and Crazy Train in Mr. Completely.</p>
"
2059,1644953987,2022-08-14,3,189,0,"<p>Gotta Jibboo was unfinished. Reba did not contain the whistling ending. Trey whistled in the intro to the first Martian Monster and eventually joined Fish on drums. The Phish debut of Broken Heart Attack featured Fish on vacuum. The second Martian Monster featured Trey on drums, Fish on Marimba Lumina, and a David Bowie intro tease from Trey while on drums. The Possum intro featured Fish playing the drums with one hand with his other drumstick in the air and Trey quoting Broken Heart Attack.</p>
"
2060,1644954010,2022-09-01,961,189,0,"<p>Sand and Down with Disease were unfinished.</p>
"
2061,1644954033,2022-09-02,961,189,0,"<p>This show started late and consisted of only one set due to a lengthy delay following a thunderstorm. Carini&#39;s lyrics were changed to &quot;at least he had some boots&quot; in reference to streaker who ran out onto the field during the weather delay wearing only a pair of boots. Trey teased Nothing&#39;s Gonna Stop Us Now in Carini and Streets of Cairo during Tweezer.</p>
"
2062,1644954055,2022-09-03,961,189,0,"<p>Trey teased There is a Mountain in Walls of the Cave and Sigma Oasis. Kill Devil Falls, Sigma Oasis, and Moma Dance were unfinished. Thunderhead was performed for the first time since December 1, 2003 (544 shows). Trey teased Thunderhead in Moma Dance. Fee featured Trey on megaphone.</p>
"
2063,1644954084,2022-09-04,961,189,0,"<p>Trey teased Mr. P.C. in David Bowie. Icculus was dedicated to PI (Phish&#39;s stage manager Paul Ingwersen who was retiring that night). PI was subsequently mentioned in Icculus. Trey referenced Icculus in Character Zero with &quot;read the book!&quot; quotes. The soundcheck&#39;s Jam was followed by In the Summertime and Right Place, Wrong Time quotes.</p>
"
2064,1664302591,2022-12-28,157,193,0,"<p>Trey teased A Wave of Hope in Twist. Mike teased Plasma in Harry Hood.</p>
"
2065,1664302617,2022-12-29,157,193,0,"<p>Fluffhead was unfinished. Trey teased Dave&#39;s Energy Guide in Bathtub Gin. This show featured the Phish debut of Hey Stranger. Trey teased Heartbreaker in Ruby Waves.</p>
"
2066,1664302644,2022-12-30,157,193,0,
2067,1664302668,2022-12-31,157,193,0,"<p>Page teased The Little Drummer Boy in the first Tweezer. Trey teased Super Bad in Weekapaug. The second setbreak music was comprised of songs referencing past Phish New Year&#39;s Eve gags. Before the third set began, a barbershop quartet appeared with a singing telegram for Phish. The telegram said that at the stroke of midnight it would be 40 years for Phish and to make a wish. Trey wished he had a time machine so they could do it all again. A cube descended from overhead and a time machine was revealed near Mike. The quartet activated the time machine and the cube played audio and video from past years of Phish. Dancers from various past new year&#39;s gags appeared on stage as well as a wombat (from October 31, 2013). The wombat broke the time machine and Ghost began with dancers and characters (like Father Time from December 31, 1999 and the Famous Mockingbird from December 31, 1992) continuing to appear from the band&#39;s past performances. Ghost featured Meatstick lyrics sung from the band as well as by dancers in different languages in a nod to December 31, 2010. The first Bohemian Rhapsody since December 31, 1996 (852 shows) featured the <em>Late Show</em> Gospel Choir singing on risers behind the band and Ghost quotes from Page and the choir with subsequent lyrics changed to reference Ghost. The first Jungle Boogie since December 31, 2003 (544 shows) featured the BD Entertainment Marching Band marching band along with the choir. The marching band and choir were also featured in Wilson where a platform above Trey that had appeared for the entire New Year&#39;s run descended and the clone that had been lying on the platform rose and was revealed to be a Tom Hanks actor from <em>Cast Away</em>. Inflated Wilson volleyballs were then tossed into the crowd. Only the final verse was sung in Wilson which contained Jungle Boogie quotes and was unfinished. During Auld Lang Syne, Phish briefly stopped playing and ate cake in front of the stage while the marching band and choir continued to perform. Carini featured several dancers in &quot;naked dude&quot; costumes emerging from a birthday cake in front of the stage and dancing and running around with security trying to catch them. The Theme from <em>New York, New York</em> was performed for the first time since December 31, 1997 (774 shows) and featured the naked dude dancers performing a kickline in front of the stage while adding vocals and Trey changing the lyrics to &quot;if I could be naked there.&quot; Page teased Tweezer in Caspian. Piper contained Crosseyed quotes. During Tweezer Reprise, the wombat ran and danced across the stage. The post show music was Goodbye Yellow Brick Road, which was a nod to Phish playing their 72nd show at Madison Square Garden, tying Elton John.</p>
"
2068,1658178049,2023-02-23,1481,196,0,
2069,1657127525,2023-02-24,1481,196,0,"<p>Dinner and Movie was performed for the first time since August 4, 2017 (177 shows). Trey teased If I Only Had a Brain and Dave&#39;s Energy Guide in Ruby Waves. Chalk Dust Torture was unfinished. Mike and Trey teased Sundown in Bathtub Gin.</p>
"
2070,1657127550,2023-02-25,1481,196,0,"<p>Down with Disease was unfinished. Fee featured Trey on megaphone.</p>
"
2071,1657127573,2023-02-26,1481,196,0,"<p>Trey teased San-Ho-Zay in Wolfman&#39;s Brother. A lyric in Tube was changed from &quot;fun&quot; to &quot;sun.&quot; Page teased the theme from <em>Speed Racer</em> in YEM.</p>
"
2072,1673378025,2023-04-14,1570,192,0,"<p>My Friend My Friend did not contain the &quot;Myfe&quot; ending. Trey teased The Secret of Life (The Dead Milkmen) in A Wave of Hope.</p>
"
2073,1673378049,2023-04-15,1570,192,0,"<p>Wolfman&#39;s Brother was unfinished. After Izabella, Trey said they had to play one by a local musician, Jimi Hendrix.</p>
"
2074,1673378127,2023-04-17,372,192,0,"The Curtain With was performed for the first time since June 30, 2019 (117 shows). During Carini, Trey mentioned Frenchie (Tim Gazaille), a fan who had passed away the previous day. Tweezer featured Fish on Marimba Lumina."
2075,1673378173,2023-04-18,372,192,0,"<p>Kill Devil Falls, Fuego, and Light were unfinished. Mike teased Mercury in Fuego.</p>
"
2076,1673378216,2023-04-19,372,192,0,"<p>AC/DC Bag was unfinished.</p>
"
2077,1673378276,2023-04-21,959,192,0,"Down with Disease was unfinished. Blaze On's lyrics were changed to reference ""Bowl."""
2078,1673378274,2023-04-22,959,192,0,Chalk Dust Torture was unfinished. Trey teased Johnny B. Goode in Back on the Train.
2079,1673378353,2023-04-23,959,192,0,"<p>Trey teased Super Bad in Wolfman&#39;s Brother.</p>
"
2080,1676424517,2023-07-11,1573,194,0,"<p>This show featured the Phish debut of Oblivion. The intro to Also Sprach Zarathustra featured Fish on Marimba Lumina. DWD was unfinished. Mike teased Moby Dick in Chalk Dust Torture.</p>
"
2081,1676424555,2023-07-12,1573,194,0,"<p>This show featured the Phish debut of Ether Edge. Trey teased Super Bad in Free. Trey changed the first Alumni&#39;s lyrics to &quot;no PhD.&quot;</p>
"
2082,1676424590,2023-07-14,1517,194,0,"<p>This show featured the Phish debut of ...And Flew Away. Trey teased What&#39;s the Use? in Roggae. The Nile Song was teased as well as quoted (by Fish) in Prince Caspian. Trey teased San-Ho-Zay in Ruby Waves. My Friend, My Friend did not contain the &quot;Myfe&quot; ending</p>
"
2083,1676424625,2023-07-15,1517,194,0,"<p>Trey teased The Lion Sleeps Tonight in the first Tweezer.</p>
"
2084,1676424656,2023-07-16,1517,194,0,"<p>This show featured the Phish debuts of The Well and The Night the Lights Went Out in Georgia (the latter and HYHU featuring Fish on guitar). You Enjoy Myself was played for a fan who had a shirt stating Phish had not played a YEM in Georgia in 20 years.</p>
"
2085,1676424843,2023-07-18,1528,194,0,"<p>This show featured the Phish debut of Mercy. Happy Birthday was performed for the first time since June 25, 2016 (251 shows) and was for Jim Pollock. Trey and Mike teased Timber (Jerry the Mule) in Light. Trey mentioned Jim in Backwards Down the Number Line. Suzy Greenberg contained The 9th Cube teases from Trey and Page and The Howling quotes from Trey.</p>
"
2086,1676424880,2023-07-19,1528,194,0,"<p>This show was stopped in the middle of Scents and Subtle Sounds due to severe weather in the area.</p>
"
2087,1676425086,2023-07-21,1575,194,0,"<p>This show featured the Phish debut of Pillow Jets (previously known as On Pillow Jets when it debuted with the Trey Anastasio Trio a month earlier). Trey teased San-Ho-Zay in Maze. Page teased Eleanor Rigby in David Bowie and Ruby Waves. The soundcheck&#39;s My Soul contained a Monsters quote from a Trey. Trey teased Back on the Train and Divided Sky after the rest of the band left the stage during the soundcheck.</p>
"
2088,1676425118,2023-07-22,1575,194,0,"<p>This show featured the Phish debut of Monsters. Page teased Taxman in Rock and Roll. In the soundcheck, Trey briefly worked on Sugar Shack in between the Clear Your Minds. A few seconds of Memories and Carolina were sung after the final full band Grind.</p>
"
2089,1676425148,2023-07-23,1576,194,0,"<p>Happy Birthday was performed for Lisa Simpson (she had made Fish&#39;s &quot;Syracuse colored&quot; dress for the evening and was in attendance). Trey and Page teased That&#39;s All in Tweezer. Page teased Long Tall Glasses in Possum and Hold Your Head Up after I Didn&#39;t Know. The soundcheck&#39;s My Soul had Dog Log lyrics.</p>
"
2090,1676425195,2023-07-25,1546,194,0,"<p>Bathtub Gin was unfinished.</p>
"
2091,1676425236,2023-07-26,1546,194,0,"<p>Fish teased I Am Hydrogen at the end of the first Mike&#39;s Song. The Moma Dance was unfinished. Backwards Down the Number Line was played for Chris Kuroda&#39;s birthday. Trey teased Set Your Soul Free in Carini.</p>
"
2092,1676425277,2023-07-28,157,194,0,"<p>Trey and Page teased Can&#39;t You Hear Me Knocking in A Wave of Hope. The lyrics in Cities were changed to &quot;find the best city to live in&quot; and &quot;I found myself a city to live in.&quot;</p>
"
2093,1676425309,2023-07-29,157,194,0,"<p>Bug was dedicated to Jovi (who had joined Trey on stage to sing the song on June 20, 2022), who was in attendance. Trey teased Stash in The Wedge. Also Sprach Zarathustra was unfinished and included a Psycho Killer tease from Trey. Cracklin&#39; Rosie was performed for the first time since July 6, 2012 (397 shows).</p>
"
2094,1676425345,2023-07-30,157,194,0,"<p>This show featured the debut of Life Saving Gun. AC/DC Bag was unfinished and My Friend My Friend did not contain the &quot;Myfe&quot; ending. After Llama, Trey said he wasn&#39;t sure if they had already played Llama (during the band&#39;s seven night residency at Madison Square Garden) and after Fish said they hadn&#39;t, Trey said &quot;let&#39;s play it again!&quot; and Llama was started again for a few seconds. Trey teased ...And Flew Away in Tube. Page teased Let&#39;s Spend the Night Together in Suzy Greenberg.</p>
"
2095,1676425366,2023-08-01,157,194,0,"This show featured the Phish debut of Broken Into Pieces and the first Sanity since August 6, 2021 (103 shows). Fish quoted The Well in Wolfman's Brother. Kill Devil Falls was unfinished."
2096,1676425387,2023-08-02,157,194,0,"<p>Page and Trey teased Frankenstein in It&#39;s Ice. Cavern was played in a slower, funkier manner than usual. Trey quoted The Well in The Howling. Frankenstein was played for the first time since December 7, 2019 (120 shows) and featured Page on keytar. Slave&#39;s lyrics were changed to &quot;see the greatest city.&quot;</p>
"
2097,1676425448,2023-08-04,157,194,0,"<p>This show featured the Phish debut of Back in the Bubble. Halley&#39;s Comet&#39;s lyrics were changed to &quot;central part of New York City.&quot; Trey teased We&#39;re Off to See the Wizard in Roggae and Nellie Kane in Crosseyed.</p>
"
2098,1676425476,2023-08-05,157,194,0,"<p>Trey teased The Secret of Life (The Dead Milkmen) in Divided Sky. In NICU, Trey asked Page to &quot;Play it slowly for us, Leo!&quot; Guy Forget was played for the first time since September 4, 2011 (425 shows). The second Tweezer included a Frankenstein tease from Trey. Everything&#39;s Right had quotes of Manteca by Fish and teases of Tweezer from Trey, Page, and Fish.</p>
"
2099,1690312379,2023-08-25,1588,61,0,"This performance was a benefit for Vermont and Upstate New York flood recovery efforts and was a free webcast with all proceeds via donation going to those efforts. Coinciding with the 84th anniversary of <em>The Wizard of Oz</em> being released in the United States on the date of this show, Trey teased We Welcome You to Munchkinland (or It Really Was No Miracle) several times in Sand as well as at the end of Chalk Dust Torture, Fish wore his hair with a single pigtail sticking out of the front of his head like a munchkin for the second set, and We Welcome You to Munchkinland was the postshow music. Trey also teased Dave's Energy Guide in Sand."
2100,1690312407,2023-08-26,1588,61,0,This performance was a benefit for Vermont and Upstate New York flood recovery efforts. Down with Disease was unfinished. Golden Age through Possum featured Derek Trucks on guitar. Trey teased If I Only Had a Brain in Everything's Right.
2101,1676425503,2023-08-31,961,194,0,"<p>Trey dedicated Carini to Frenchie (Tim Gazaille), a fan who had passed away earlier in the year and was the &quot;naked guy&quot; during the rain delay at Dick&#39;s the previous summer. Trey teased San-Ho-Zay in Halley&#39;s Comet. Blaze On&#39;s lyrics were changed to &quot;we&#39;ll be dancing here at Dick&#39;s.&quot; We Are Come To Outlive Our Brains was performed for the first time since August 6, 2021 (109 shows).</p>
"
2102,1676425528,2023-09-01,961,194,0,"<p>Page teased In the Mood after the soundcheck&#39;s second Ether Edge.</p>
"
2103,1676425551,2023-09-02,961,194,0,"<p>Reba did not contain the whistling ending. Chalk Dust was unfinished. Mike teased Merrily We Roll Along after the soundcheck&#39;s Fast Enough for You.</p>
"
2104,1676425575,2023-09-03,961,194,0,"<p>This show started late and consisted of only one set due to a lengthy weather delay.</p>
"
2105,1688049208,2023-10-06,1586,195,0,"<p>Axilla contained the Axilla II ending. Trey teased Dave&#39;s Energy Guide in Wolfman&#39;s Brother. Torn and Frayed was played for the first time since August 27, 2021 (105 shows).</p>
"
2106,1687889229,2023-10-07,1586,195,0,"<p>Also Sprach Zarathustra (commonly called 2001) was performed on what the band believed to be their 2,001st show (Mike had discussed a day earlier on Instagram that he had been informed to the best of their knowledge that October 6th was the band&#39;s 2,000th show). Llama was performed in a slow, funky arrangement.</p>
"
2107,1687889275,2023-10-08,1586,195,0,"Sightless Escape was performed for the first time since September 1, 2019 (138 shows). Cinnamon Girl was last played July 29, 2017 (219 shows). Trey sang part of Seven Below's melody in the YEM vocal jam."
2108,1687889360,2023-10-10,526,195,0,"<p>Cool Amber and Mercury was performed for the first time since August 29, 2021 (106 shows). Following Buffalo Bill, Trey remarked that the song is a classic and &quot;they don&#39;t write &#39;em like that anymore.&quot; He then quoted Buffalo Bill from the film <em>The Silence of the Lambs</em>, saying &quot;It puts the lotion on its skin.&quot;</p>
"
2109,1687889413,2023-10-11,526,195,0,"<p>My Friend, My Friend did not contain the &quot;Myfe&quot; ending. Crazy Sometimes was performed for the first time since December 8, 2019 (132 shows). Page and Trey teased Beauty of a Broken Heart in Ruby Waves. Trey quoted I Am the Walrus in Egg in a Hole and said Mike was the walrus. Mike also quoted The Night Chicago Died in Egg in a Hole. Trey referred to Mike as &quot;the Eggman&quot; in the Possum intro.</p>
"
2110,1687889473,2023-10-13,1587,195,0,"<p>The band walked out to audio from <em>Friday the 13th</em> (this was also the postshow music). Trey teased Izabella in Halley&#39;s Comet. Albuquerque was performed for the first time since June 11, 2011 (458 shows). Trey and Mike teased A Love Supreme in Light. Talk was last played on November 01, 2009 (536 shows) and was incomplete.</p>
"
2111,1687889514,2023-10-14,1587,195,0,"<p>Weigh was performed for the first time since August 31, 2021 (108 shows). 46 Days included a Chest Fever jam. Corinna was performed for the first time since October 15, 2021 (103 shows). Chalk Dust was unfinished.</p>
"
2112,1687889572,2023-10-15,1587,195,0,"<p>Everything is Hollow was performed for the first time since December 8, 2019 (135 Shows). Trey teased Third Stone From the Sun during Vultures. Drowned was played for the first time since August 14, 2021 (114 Shows). Trey teased Cissy Strut in A Song I Heard the Ocean Sing. Tweezer was performed as a &quot;continuation&quot; of October 13th&#39;s version (played between the original Tweezer on that night and the Tweezer Reprise that would follow later in this show) and had no lyrics. Trey teased Get Back in Simple. Spanish Moon was played for the first time since February 21, 2019 (171 shows).</p>
"
2113,1695147059,2023-12-28,157,204,0,"<p>Trey teased San-Ho Zay in No Men In No Men&#39;s Land. Mike quoted No Men In No Men&#39;s Land during Ghost. Mike&#39;s Song contained sound effects used earlier in the show during The Howling. Page teased Linus and Lucy in A Wave of Hope.</p>
"
2114,1695147110,2023-12-29,157,204,0,"<p>Chalk Dust was unfinished, My Friend, My Friend did not contain the &quot;Myfe&quot; ending.</p>
"
2115,1695147159,2023-12-30,157,204,0,"<p>Trey teased The Well in Twist.</p>
"
2116,1695147203,2023-12-31,157,204,0,"<p>Tube contained teases of the theme from <em>The Mary Tyler Moore Show</em>. Harpua was unfinished and contained a Vibration of Life tease. During the Harpua narration, Trey talked about some of the Harpuas and Phish shows at Madison Square Garden of the past 40 years, and a bed appeared from beneath the front of the stage with an actor playing Jimmy and a puppet version of Poster Nutbag. Trey then interrupted the song before the &quot;I want a dog&quot; lyric and said Jimmy had lacked a strong female influence over the years and introduced actress Annie Golden as Jimmy&#39;s grandmother. While consoling Jimmy, she told him it was time to tell the truth about the owner of Harpua. After telling Jimmy that the old man had given the puppet to Esther and helped Jimmy&#39;s cousin Reba make liquid meat, a vinyl record (with a rhombus on the cover) was brought forth and Jimmy&#39;s grandmother said &quot;it&#39;s time... it&#39;s New Year&#39;s Eve and I can&#39;t let you ring another new year without knowing the real story of Gamehendge!&quot; leading into The Man Who Stepped Into Yesterday and a glowing rhombus rising to frame the entire stage. The band then began the first performance of the Gamehendge saga since July 8, 1994 (1,194 shows), with Golden and Trey providing the narration and performers acting out the parts of Colonel Forbin, Rutherford, the AC/DC Bag, Tela, Errand Wolfe (later billed in post show credits as &quot;The Wolf&quot;), and the Sloth. The Man Who Stepped Into Yesterday, The Lizards, Tela, Wilson, Divided Sky, Colonel Forbin&#39;s Ascent, Fly Famous Mockingbird, and Split Open and Melt featured an off-stage backing chorus. The multi-beast and McGrupp were also performed by puppets. Tela performed acrobatics on wires during her song, with Jo Lampert (as the Wolf) providing additional vocals during Wilson. The Sloth&#39;s lyrics were changed to &quot;I&#39;m squeezing that Charmin. Thank you Mr. Whipple. I&#39;m still squeezing that Charmin. Thank you Mr. Whipple.&quot; Colonel Forbin ascended the rhombus during Colonel Forbin&#39;s Ascent (which had lyrics changed to &quot;weary body&quot;), and a large Famous Mockingbird puppet (with a top hat) flew over the crowd during Fly Famous Mockingbird, which also featured Annie Golden on additional vocals. Before Melt, Trey asked Jimmy&#39;s grandmother if she knew that the mountain was a volcano, and the Lizards reappeared to dance to the ensuing Melt jam, eventually leaving the stage one by one as the rhombus was lowered again.</p>
"
2117,1708468023,2024-02-20,1481,61,1,This was the soundcheck for Phish's upcoming performances at Moon Palace.
2118,1684286323,2024-02-21,1481,205,0,"<p>Down with Disease was unfinished and its lyrics were changed to &quot;dancing on my beach.&quot; Trey dedicated The Mango Song to Ellie, a young fan who had recently passed away.</p>
"
2119,1684286358,2024-02-22,1481,205,0,"<p>Driver was performed for the first time since July 30, 2021 (131 shows). Shipwreck was quoted in Axilla (Part II)</p>
"
2120,1684286408,2024-02-23,1481,205,0,"<p>Trey teased Mull in 46 Days. Chalk Dust was unfinished and contained a Shipwreck quote. At the end of the show, Trey quoted Buffalo Bill from the film <em>The Silence of the Lambs</em>, saying &quot;It puts the lotion on its skin.&quot;</p>
"
2121,1684286440,2024-02-24,1481,205,0,"<p>Chalk Dust Torture Reprise was performed for the first time since December 28, 2019 (142 shows). Mike teased Sundown in Bathtub Gin.</p>
"
2122,1701353198,2024-04-18,1597,207,0,"<p>The band took the stage while the pre-show electronic music continued. During Back on the Train, psychedelic images of passing countryside were displayed behind and above the band, rotating in opposite directions in different sections of the dome. Trey teased Mercy, Mercy, Mercy in Wolfman&#39;s Brother. During Maze, psychedelic live images of each band member appeared, stacked on top of each other. These images then fragmented and spread out, dancing and turning throughout the jam. During Leaves, several giant paper lanterns appeared, flanking the stage, while the dome showed a multitude of paper lanterns floating over water, with the moon shining above. During Life Saving Gun, the dome displayed stacks of old-style televisions with rabbit ears, with each television showing a live shot of one of the band members. These TVs moved and rotated as the jam progressed. After the song, Trey said that he &quot;loves any song with a Jon Fishman percussion rinse,&quot; and told the crowd they should see the Sphere from the stage. During Dirt, the dome showed a forest view, looking upwards through trees at a purple-hued sky. During Tweezer, a field of multi-colored cars appeared behind the band, changing in size and shape and with their headlights blinking on and off in patterns, while other cars drove past overhead. My Friend, My Friend included live spotlight silhouettes of the band members projected across the entire dome and Egg in a Hole quotes from Mike and did not contain the &quot;Myfe&quot; ending. The projections during Mike&#39;s Song made it seem as if the venue was outdoors, with the band playing in front of a body of water with a rotating sculpture on the far shore. During Lifeboy, the sun went down and a number of other rotating sculptures lit up in the sky, creating a golden star-scape. The sun then rose again during Weekapaug. Blaze On&#39;s lyrics were changed to &quot;dancing in the Sphere.&quot; Farmhouse began and ended with Trey on acoustic guitar, as well as images of a farmhouse in a field under a night sky filled with stars and aurorae. This show was connected to the other three with each night&#39;s setlist tied into a state of matter. This performance&#39;s matter type was solid.</p>
"
2123,1701353225,2024-04-19,1597,207,0,"<p>The band took the stage while pre-show music similar to a Free jam played, which continued until they began the song and waterfalls of colored light suddenly cascaded from the top of the dome. During Moma, a moving, 360-degree live shot of the crowd and band was displayed, with psychedelic colors and effects. During Mercy, the dome displayed an overhead view of a sparkling ocean, with small birds in pastel colors flying over the water. During Gin, the entire dome became an overhead view of a large wave pool, filled with hundreds of people on food-shaped inflatables drifting and spinning. During the Gin jam, the images of the bathers became blurred and abstract, forming a neon kaleidoscope effect. During Theme, the entire dome became an underwater seascape, with kelp forest, fish, human swimmers, and light from the surface shining down from the top. Theme also contained a DEG tease from Trey. At the start of ASIHTOS, jellyfish puppets were raised on each side of the stage, while the dome remained dark. Once the jam began, the light on the dome came up to reveal another underwater seascape, whose plants and fish became luminous as the rest of the light dimmed again. During Caspian, this seascape changed to a view from within the columns and arches of a sunken monument. As YEM began, the entire dome became the view from inside of a car as it entered a &quot;Tunnel of Luv&quot; car wash, with the stage appearing to sit on top of the middle of the dashboard. The car progressed through the wash as YEM continued, with Trey&#39;s solo during the wax and wheel scrub, and the bass and drums as the car was dried and exited the wash. Suddenly the car view was gone, and it appeared that the dome was clear, with a puppy licking it from the outside, in slow-motion, for the duration of the vocal jam. During Velvet Sea, the dome appeared to be covered in flowing red velvet, with photographs of the band throughout the years appearing and disappearing among the fabric. By the end of the song, the entire dome was covered in photos. Trey teased The Secret of Life (The Dead Milkmen) in Hood. This show was connected to the other three with each night&#39;s setlist tied into a state of matter. This performance&#39;s matter type was liquid.</p>
"
2124,1701353427,2024-04-20,1597,207,0,"<p>During Tube, the dome seemed to fill with soap bubbles which reflected the venue and drifted in front of a nebula of changing colors. During Pillow Jets, the view became that of a grassy path through a grove of trees under a starlit sky. Travelling down the path as the jam progressed, the grass and trees became tinged with glowing, multi-colored light, which periodically intensified and erupted from the ground through the branches, creating a firework effect. Mike and Trey teased Manteca during Steam. During Mountains in the Mist, the dome made it appear as if the venue was nestled in an evergreen-covered mountain range, with mist shrouding the sky from view. During Taste, the entire dome appeared to become covered in turning rings of Jim Pollock illustrations from the covers of the Live Phish CD releases, rendered in gold and black. During Sigma Oasis, the dome became a cloudscape, with trees, birds and sea creatures made out of bubbling clouds. During Fuego, a spotlight was used to create a silhouette of the band, with the image then recreated across the dome with effects added to make the band appear as flaming shadow people. During Twist, the dome became filled with multicolored letters tumbling before a backdrop of pulsing red circles. I Am Hydrogen was performed in a show without Mike&#39;s Song and Weekapaug Groove for the first time since October 31, 1987 (2,024 shows). A Life Beyond The Dream featured Trey on acoustic guitar. During Tweezer Reprise, the dome again displayed images of cars, this time tumbling into the distance. This show was connected to the other three with each night&#39;s setlist tied into a state of matter. This performance&#39;s matter type was gas.</p>
"
2125,1701353487,2024-04-21,1597,207,0,"<p>The band took the stage while pre-recorded music similar to Plasma played, before beginning the song. During Ghost, the neon-colored outlines of three giant robots appeared to tower over the band, with their facial expressions varying and their arms and bodies swaying slowly. The three robots were then replaced by one massive robot, with spotlights utilized to make it appear as if beams of light were coming from the robot&#39;s eyes, before the original three robots returned for the remainder of the jam. During Divided Sky, the dome became a view of a sea of clouds, with patches of blue sky above. As the clouds moved, their appearance varied from purple sunset hues to dark and stormy, with the movement stopping and all of the color fading during the pause before returning for the rest of the song. Page teased Linus and Lucy at the end of Divided Sky. Trey began Shade on acoustic guitar. During Shade, an eclipsed star was shown behind the band, with its corona of changing colors visible and a silhouette of the band in the center. During Sea of Stars, the dome became filled with a curtain of gold-colored four-point stars, which twinkled and waved in front of roiling clouds. During 2001, the dome became a starfield before being illuminated by replicated images of the stage lights. Mike teased Plasma during Light. During Ether Edge, a string of umbrellas with colored drops trailing beneath were raised to either side of the stage. The umbrellas were lowered again during Piper. During First Tube, the dome again became a starfield, this time with a ring of stars centered above the stage slowly swirling. As the second &quot;verse&quot; of First Tube began, a white vortex appeared in this area. As the stars in its orbit began to become multicolored, the vortex pulled in their light and created flowing, rainbow-hued ribbons that grew as the jam progressed. Prior to More, Trey thanked the production team behind the Sphere shows, and said that he thinks the band will return to the venue. After Slave, the band gathered at the front of the stage to take bows and have a picture taken in front of the crowd. This show was connected to the other three with each night&#39;s setlist tied into a state of matter. This performance&#39;s matter type was plasma.</p>
"
2126,1720403683,2024-07-11,770,61,1,"Phish was the musical guest onÂ <em>The Tonight Show.</em> In addition to performing Evolve, Phish was part of the cold open skit ""Phish in an Elevator"" where they, along with Jimmy Fallon and members of The Roots, sang part of Love in an Elevator (with ""Phish"" substituted for ""Love"") in an elevator.
"
2127,1720546298,2024-07-17,1321,61,1,This performance was part of NPR's Tiny Desk Concerts series and was previously recorded. The  <em>All Things Considered</em>  theme was teased during and after Sigma Oasis and Evolve. The band marched out of the room with maracas and other percussion instruments during the You Enjoy Myself vocal jam.
2128,1709061666,2024-07-19,1306,172,0,"<p>Trey teased Macarena in Down with Disease. Trey and Page teased Maria in Light. Split Open and Melt contained Shipwreck quotes.</p>
"
2129,1709061690,2024-07-20,1306,172,0,"<p>This show featured the Phish debut of Human Nature. Trey teased San-Ho-Zay in Back on the Train. Before Circus, Trey introduced Fish as the Orange Whip and mentioned how bands always come out for the encore and joked about how they should just leave one night and not come back out.</p>
"
2130,1709061711,2024-07-21,1306,172,0,"<p>This show featured two bustouts: The Connection (last played December 7, 2019, or 151 shows) and Thread (last played September 1, 2021, or 123 shows). Trey teased Scarlet Begonias and Sand in Bathtub Gin. During the soundcheck, Trey teased Divided Sky in Plasma.</p>
"
2131,1709061734,2024-07-23,1467,172,0,
2132,1709061756,2024-07-24,1467,172,0,"<p>Trey teased Tequilla during Mull. The Curtain With was performed in two parts: The Curtain after AC/DC Bag and the &quot;With&quot; after Mike&#39;s Song. The latter portion began as I Am Hydrogen.</p>
"
2133,1709061781,2024-07-26,3,172,0,"<p>My Friend, My Friend did not contain the &quot;Myfe&quot; ending. Trey teased In Memory of Elizabeth Reed in Stash and Antelope. During Axilla, Trey told Kuroda to &quot;shine that thing in my face, birthday boy&quot; and he and Mike teased Happy Birthday. Disease was unfinished. Trey teased Call to the Post before Contact.</p>
"
2134,1709061804,2024-07-27,3,172,0,"<p>Trey teased Birds of a Feather during Bowie.</p>
"
2135,1709061823,2024-07-28,3,172,0,"<p>Trey teased White Wedding in Set Your Soul Free. Chalk Dust Torture was unfinished.</p>
"
2136,1709061846,2024-07-30,1222,172,0,"<p>Trey teased Gloria (Laura Branigan) in Piper.</p>
"
2137,1709061872,2024-07-31,1222,172,0,"<p>Trey teased Tequila and Smoke on the Water during No Men In No Man&#39;s Land. Before Grind, Trey asked Fish if he was going to tell The Prison Joke (from April 11, 1991), to which Fish replied &quot;Once was enough for that.&quot;</p>
"
2138,1709061889,2024-08-02,1497,172,0,"<p>After a false start of Shade, Trey introduced Fishman and referenced his &quot;healing percussion rinse&quot; before restarting the song. A Day in the Life was played for the first time since December 3, 2019 (162 shows). Trey sang a few notes of Down with Disease at the start of the YEM vocal jam.</p>
"
2139,1709061909,2024-08-03,1497,172,0,"<p>Before his solo in I Didn&#39;t Know, Fish laid down at the front of the stage and reclined against his vacuum. Trey then called Fish &quot;a man who&#39;s been sleeping at the front of the stage while his twin plays the drums.&quot; I Didn&#39;t Know&#39;s lyrics were changed to reference Mike. Reba did not contain the whistling ending. Trey teased Apostrophe at the end of Crosseyed and Painless through the start of Guy Forget. Trey teased Johnny B. Goode in Rock and Roll.</p>
"
